0.499822,-4.15439e-05,0.349656,0.000465692,0.00193336,-0.00110344,---,0.273422,0.584519,-0.197569,-2.31952,-2.69311,0.26753,0.330265
0.566773,0.206082,0.474829,0.00196079,1.04546,-1.88272,---,0.543288,0.654611,0.0802147,-1.44406,-1.77184,0.537358,-1.38802
0.433167,0.206126,0.47502,0.000342632,1.04568,-1.25612,---,0.478338,0.100558,0.327162,-2.22276,-1.7116,0.85606,-0.990111
0.324779,0.127258,0.474957,-0.000141048,1.04737,-0.629438,---,0.436722,-0.638552,0.325435,-2.89008,-1.96971,1.51129,-0.779077
0.324739,-0.12698,0.474962,0.00179482,-1.04706,-2.5141,---,0.699424,-1.69983,-1.10971,-2.85873,1.42066,2.8096,-2.50675
0.433063,-0.205899,0.47482,-0.00185244,-1.04638,-1.88383,---,1.10005,-1.70028,-1.37027,-2.32742,0.521588,2.19097,-1.65392
0.566964,-0.206189,0.474801,0.000693388,-1.04407,-1.25781,---,1.73366,-1.64906,-1.40394,-1.54276,0.469693,1.48167,-1.33079
0.577044,0.237848,0.599858,3.09515,1.56961,1.20989,---,-2.01842,-1.28982,1.39486,-0.851116,-0.280127,1.0584,-1.92584
0.422664,0.238075,0.599685,-2.606,1.57047,2.42011,---,-1.01429,-1.1785,1.18542,-2.02613,-0.477615,1.90076,-1.71465
0.297807,0.146993,0.600005,1.96787,1.56931,1.33886,---,-0.388847,-1.32113,0.66406,-2.71252,-0.773281,2.63736,-1.74315
0.297857,-0.146983,0.59995,0.807172,1.57025,1.43647,---,-2.79961,1.28191,2.48687,-2.7062,0.843697,2.59151,1.69632
0.422724,-0.23779,0.599962,0.53839,1.56912,1.79442,---,-2.20026,0.986023,1.90599,-2.00949,0.663525,1.79998,1.58914
0.577293,-0.237602,0.600334,-0.757201,1.56898,1.12772,---,-1.11108,1.12116,1.42361,-0.824802,0.566489,0.991582,1.81084
0.325063,0.127631,0.725011,-3.13982,-1.04682,-0.628505,---,2.77519,0.980911,-2.64236,-2.23053,-0.268322,2.15311,0.803952
0.283617,0.000194588,0.725054,-3.13829,-1.04667,-0.00176064,---,-1.84777,1.38326,2.78576,-2.35603,-1.24079,1.71421,0.823393
0.32495,-0.127014,0.724737,3.13966,-1.04591,0.628848,---,-1.67501,1.66705,2.63585,-2.15249,-1.00089,1.7196,0.0920747
0.433172,-0.206171,0.724863,3.14145,-1.04776,1.25529,---,-1.36978,1.56689,2.539,-1.54813,-0.700532,1.38951,-0.531977
