0.440945,-0.0193711,0.203428,0.00213341,-0.000793969,-0.000826079,---,-2.04615,-1.39514,2.34038,-2.12111,-1.27284,0.833584,1.08408
0.521487,0.227419,0.353041,9.7788e-05,1.0452,-1.88346,---,-1.98965,-0.890198,2.48143,-1.53794,-1.09058,0.814567,-1.15258
0.360664,0.227544,0.353577,-0.000355848,1.04673,-1.25854,---,-1.58087,-0.336535,2.50192,-2.30206,-1.26513,0.961516,-0.691149
0.230771,-0.171954,0.353495,0.00233607,1.04692,0.632827,---,1.53719,0.223559,-2.78868,-2.94137,1.54327,0.89337,0.484699
0.360507,-0.26678,0.35348,-0.000143412,1.04526,1.25491,---,1.6341,-0.403176,-2.59367,-2.20267,1.24795,0.925137,0.742773
0.52132,-0.266949,0.353255,0.000238731,1.04566,1.88272,---,1.96201,-0.981068,-2.44888,-1.42256,1.07729,0.781559,1.24744
0.533993,0.266092,0.503217,-2.05736,1.56937,2.34276,---,-1.72291,-1.28202,1.55862,-1.23767,-0.318259,1.10146,-1.68153
0.348142,0.266009,0.503207,-2.68702,1.56995,2.33885,---,-0.734449,-1.15707,1.29777,-2.22553,-0.499309,1.7528,-1.51171
0.348354,-0.304647,0.502927,2.53478,1.56907,-2.49161,---,-2.33461,0.175738,1.35219,-2.01582,1.08668,1.05577,1.02403
0.360659,0.228349,0.653288,3.14146,1.04569,1.88658,---,-2.79957,0.281303,-2.69373,-1.83645,-0.872367,1.19029,-1.30986
0.23102,0.133062,0.653,-3.13761,1.04645,2.51533,---,2.74338,1.43469,-2.5888,-2.5318,0.0335156,2.09035,-2.5261
0.181151,-0.0193938,0.653546,3.13877,1.0462,3.13941,---,0.383985,-1.59178,-0.16988,-2.72916,-0.506956,2.15054,-2.79947
0.230958,-0.172225,0.653431,-3.13736,-1.04693,0.625476,---,-2.52662,1.57773,2.48361,-2.45012,-0.332822,1.98963,-0.444367
0.360867,-0.266542,0.653227,-3.14127,1.04592,-1.88441,---,-2.68908,0.44598,2.05923,-1.76498,0.646373,1.31297,1.45181
